Species ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Authority	Infraspecific rank	Infraspecific name	Infraspecific authority	Stock/subpopulation	Synonyms	Common names (Eng)	Common names (Fre)	Common names (Spa)	Red List status	Red List criteria	Red List criteria version	Year assessed	Population trend	Petitioned
979	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ALYTIDAE	Alytes	dickhilleni	Arntzen and García-París, 1995						Betic Midwife Toad		Sapo Partero Bético	VU	B2ab(iii,iv)	3.1	2008	decreasing	N
55267	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ALYTIDAE	Alytes	maurus	(Pasteur and Bons, 1962)							Crapaud Accoucheur		NT		3.1	2008	stable	N
977	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ALYTIDAE	Alytes	muletensis	(Sanchiz & Adrover, 1979)						Mallorcan Midwife Toad		Ferreret	VU	D2	3.1	2008	increasing	N
55268	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	ALYTIDAE	Alytes	obstetricans	(Laurenti, 1768)						Common Midwife Toad		Sapo Partero Común	LC		3.1	2008	decreasing	N
59049	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	altamirani	(Dugès, 1895)								Ajolote	EN	A2ace; B1ab(iii,v)+2ab(iii,v)	3.1	2008	decreasing	N
59050	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	amblycephalum	Taylor, 1940								Ajolote	CR	B1ab(iii,v)+2ab(iii,v)	3.1	2008	decreasing	N
59051	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	andersoni	Krebs and Brandon, 1984								Achoque (local Mexican Name), Ajolote	CR	B1ab(iii)+2ab(iii)	3.1	2008	decreasing	N
59052	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	annulatum	Cope, 1886						Ringed Salamander			LC		3.1	2004	stable	N
59053	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	barbouri	Kraus and Petranka, 1989						Streamside Salamander			NT		3.1	2004	decreasing	N
136128	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	bishopi	Goin, 1950						Reticulated Flatwoods Salamander			VU	A2c	3.1	2008	decreasing	N
59054	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	bombypellum	Taylor, 1940						Axolotl		Ajolote	CR	B1ab(iii)+2ab(iii)	3.1	2008	decreasing	N
1098	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	californiense	Gray, 1853						California Tiger Salamander			VU	A2c	3.1	2004	decreasing	N
1099	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	cingulatum	Cope, 1867 [1868]						Frosted Flatwoods Salamander			VU	A2c	3.1	2008	decreasing	N
59055	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	dumerilii	(Dugès, 1870)								Achoque, Achoque (local Mexican Name)	CR	B1ab(iii,v)+2ab(iii,v)	3.1	2008	decreasing	N
59056	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	flavipiperatum	Dixon, 1963								Ajolote	DD		3.1	2008	unknown	N
59057	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	gracile	(Baird, 1857 [1859])						Northwestern Salamander			LC		3.1	2004	stable	N
59058	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	granulosum	Taylor, 1944						Granular Salamander		Ajolote	CR	B1ab(iii)	3.1	2008	decreasing	N
59059	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	jeffersonianum	(Green, 1827)						Jefferson Salamander			LC		3.1	2004	stable	N
59060	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	laterale	Hallowell, 1856						Blue-spotted Salamander			LC		3.1	2004	stable	N
59061	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	leorae	Taylor, 1943						Leora's Stream Salamander		Ajolote	CR	B1ab(iii,v)+2ab(iii,v)	3.1	2008	decreasing	N
1093	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	lermaense	Taylor, 1940 (1939)						Lake Lerma Salamander		Ajolote	CR	B1ab(iii,v)+2ab(iii,v)	3.1	2008	decreasing	N
59062	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	mabeei	Bishop, 1928						Mabee's Salamander			LC		3.1	2004	decreasing	N
59063	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	macrodactylum	Baird, 1849						Long-toed Salamander			LC		3.1	2004	stable	N
59064	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	maculatum	(Shaw, 1802)						Spotted Salamander			LC		3.1	2004	stable	N
1095	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	mexicanum	(Shaw, 1789)						Axolotl		Ajolote	CR	B2ab(iii,v)	3.1	2006	decreasing	N
59065	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	opacum	(Gravenhorst, 1807)						Marbled Salamander			LC		3.1	2004	stable	N
59066	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	ordinarium	Taylor, 1940 (1939)						Michoacan Stream Salamander			EN	B1ab(iii)+2ab(iii)	3.1	2008	decreasing	N
59067	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	rivulare	Taylor, 1940									DD		3.1	2008	unknown	N
59068	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	rosaceum	Taylor, 1941						Tarahumara Salamander			LC		3.1	2008	unknown	N
61893	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	silvense	Webb, 2004					Ambystoma silvensie|Ambystoma silvensis				DD		3.1	2008	unknown	N
59069	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	talpoideum	(Holbrook, 1838)						Mole Salamander			LC		3.1	2004	stable	N
59070	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	taylori	Brandon, Maruska and Rumph, 1981						Taylor's Salamander			CR	B1ab(iii,v)+2ab(iii,v)	3.1	2008	decreasing	N
59071	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	texanum	(Matthes, 1855)						Smallmouth Salamander			LC		3.1	2004	stable	N
59072	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	tigrinum	(Green, 1825)						Tiger Salamander		Salamandra	LC		3.1	2008	stable	N
59073	ANIMALIA	CHORDATA	AMPHIBIA	CAUDATA	AMBYSTOMATIDAE	Ambystoma	velasci	Dugès, 1888					Ambystoma lacustris|Ambystoma subsalsum	Plateau Tiger Salamander		Salamandra	LC		3.1	2008	decreasing	N
55212	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	andina	(Myers and Burrowes, 1987)					Ameerega andinus|Epipedobates andinus	La Planada Poison Frog			DD		3.1	2004	unknown	N
55214	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	bassleri	(Melin, 1941)					Epipedobates bassleri	Pleasing Poison Frog		Rana Venenosa	NT		3.1	2004	decreasing	N
55215	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	bilinguis	(Jungfer, 1989)					Epipedobates bilinguis	Ecuador Poison Frog			LC		3.1	2004	unknown	N
55216	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	boliviana	(Boulenger, 1902)					Ameerega bolivianus|Epipedobates bolivianus				LC		3.1	2004	stable	N
55218	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	braccata	(Steindachner, 1864)					Ameerega braccatus|Epipedobates braccatus				LC		3.1	2004	unknown	N
55219	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	cainarachi	(Schulte, 1989)					Epipedobates ardens|Epipedobates cainarachi	Cainarachi Poison Frog		Rana Venenosa	VU	B1ab(iii)	3.1	2004	decreasing	N
55220	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	erythromos	(Vigle and Miyata, 1980)					Epipedobates erythromos	Palenque Poison Frog			DD		3.1	2004	unknown	N
55222	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	flavopicta	(A. Lutz, 1925)					Ameerega flavopictus|Epipedobates flavopictus	Lutz's Poison Frog			LC		3.1	2004	stable	N
55223	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	hahneli	(Boulenger, 1884)					Epipedobates hahneli				LC		3.1	2004	stable	N
55224	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	ingeri	(Cochran and Goin, 1970)					Epipedobates ingeri				CR	B1ab(iii)	3.1	2004	decreasing	N
55225	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	labialis	(Cope, 1874)					Epipedobates labialis			Rana Venenosa	DD		3.1	2004	unknown	N
55226	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	macero	(Rodríguez and Myers, 1993)					Epipedobates macero	Manu Poison Frog		Rana Venenosa	LC		3.1	2004	stable	N
55227	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	maculata	(Peters, 1873)					Ameerega maculatus|Epipedobates maculatus	Confusing Poison Frog			DD		3.1	2004	unknown	N
55229	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	parvula	(Boulenger, 1882)					Ameerega parvulus|Epipedobates parvulus|Prostherapis festae			Rana Venenosa	LC		3.1	2004	stable	N
55230	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	petersi	(Silverstone, 1976)					Epipedobates petersi	Peru Poison Frog		Rana Venenosa	LC		3.1	2004	stable	N
55231	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	picta	(Tschudi, 1838)					Ameerega pictus|Dendrobates pictus ssp. guayanensis|Epipedobates pictus	Spot-legged Poison Frog		Sapito Pintado	LC		3.1	2008	stable	N
29432	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	planipaleae	(Morales and Velazco, 1998)					Epipedobates planipaleae	Oxapampa Poison Frog		Rana Venenosa	CR	B1ab(iii)	3.1	2004	decreasing	N
55232	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	pongoensis	(Schulte, 1999)					Epipedobates pongoensis				DD		3.1	2004	unknown	N
55233	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	pulchripecta	(Silverstone, 1976)					Ameerega pulchripectus|Epipedobates pulchripectus				DD		3.1	2004	unknown	N
55234	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	rubriventris	(Lötters, Debold, Henle, Glaw and Kneller, 1997)					Epipedobates rubriventris			Rana Venenosa	DD		3.1	2004	unknown	N
55236	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	silverstonei	(Myers and Daly, 1979)					Epipedobates silverstonei	Silverstone's Poison Frog		Rana Venenosa	DD		3.1	2004	unknown	N
55237	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	simulans	(Myers, Rodríguez and Icochea, 1998)					Epipedobates simulans			Rana Venenosa	LC		3.1	2004	stable	N
55238	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	smaragdina	(Silverstone, 1976)					Ameerega smaragdinus|Epipedobates smaragdinus	Emerald Poison Frog		Rana Venenosa	DD		3.1	2004	unknown	N
55240	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	trivittata	(Spix, 1824)					Ameerega trivittatus|Epipedobates trivittatus			Sapito Dardo Trilistado	LC		3.1	2008	stable	N
135821	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	DENDROBATIDAE	Ameerega	yungicola	(Lötters, Schmitz and Reichle, 2005)									LC		3.1	2008	stable	N
58183	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	amieti	(Laurent, 1976)					Afrana amieti				DD		3.1	2004	unknown	N
58184	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	angolensis	(Bocage, 1866)					Afrana angolensis	Angola River Frog, Common River Frog			LC		3.1	2008	stable	N
58185	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	desaegeri	(Laurent, 1972)					Afrana desaegeri				DD		3.1	2004	unknown	N
54358	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	dracomontana	(Channing, 1978)					Afrana dracomontana	Drakensberg River Frog, Sani Pass Frog			LC		3.1	2004	stable	N
58186	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	fuscigula	(Dumeril and Bibron, 1841)					Afrana fuscigula	Cape River Frog			LC		3.1	2004	stable	N
58187	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	inyangae	(Poynton, 1966)					Afrana inyangae	Inyangani River Frog			EN	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
58188	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	johnstoni	(Günther, 1894)					Afrana johnstoni	Johnston's River Frog			EN	B1ab(iii)	3.1	2004	decreasing	N
135995	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	lubrica	(Pickersgill, 2007)									DD		3.1	2008	unknown	N
58189	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	ruwenzorica	(Laurent, 1972)					Afrana ruwenzorica				DD		3.1	2004	unknown	N
135763	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	tenuoplicata	(Pickersgill, 2007)									DD		3.1	2008	unknown	N
58190	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	vandijki	(Visser and Channing, 1997)					Afrana vandijki				DD		3.1	2004	unknown	N
54359	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	vertebralis	(Hewitt, 1927)						Ice Frog, Large-mouthed Frog			LC		3.1	2004	unknown	N
136119	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	viridireticulata	(Pickersgill, 2007)									DD		3.1	2008	unknown	N
58191	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	PYXICEPHALIDAE	Amietia	wittei	(Angel, 1924)					Afrana wittei				DD		3.1	2004	unknown	N
54578	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	asmarae	(Tandy, Bogart, Largen and Feener, 1982)					Bufo asmarae	Asmara Toad			LC		3.1	2004	unknown	N
54589	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	blanfordii	(Boulenger, 1882)					Bufo blanfordii	Blanford's Toad			LC		3.1	2004	unknown	N
54592	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	brauni	(Nieden, 1911)					Bufo brauni				EN	B1ab(iii,v)	3.1	2004	decreasing	N
54595	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	buchneri	(Peters, 1882)					Bufo buchneri				DD		3.1	2004	unknown	N
54600	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	camerunensis	(Parker, 1936)					Bufo camerunensis				LC		3.1	2004	unknown	N
54609	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	chudeaui	(Chabanaud, 1919)					Bufo chudeaui				DD		3.1	2004	unknown	N
54618	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	cristiglans	(Inger & Menzies, 1961)					Bufo cristiglans				DD		3.1	2004	unknown	N
54624	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	danielae	(Perret, 1977)					Bufo danielae				DD		3.1	2004	unknown	N
54630	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	djohongensis	(Hulselmans, 1977)					Bufo djohongensis				EN	B2ab(iii)	3.1	2004	decreasing	N
54642	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	fuliginatus	(Witte, 1932)					Bufo fuliginatus				LC		3.1	2004	unknown	N
54643	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	funereus	(Bocage, 1866)					Bufo funereus				LC		3.1	2004	decreasing	N
54649	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	garmani	(Meek, 1897)					Bufo garmani				LC		3.1	2004	stable	N
54653	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	gracilipes	(Boulenger, 1899)					Bufo gracilipes				LC		3.1	2004	decreasing	N
54659	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	gutturalis	(Power, 1927)					Bufo gutturalis	African Common Toad, Gutteral Toad			LC		3.1	2004	increasing	N
54678	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	kassasii	(Baha el Din, 1993)					Bufo kassasii	Nile Delta Toad			LC		3.1	2006	stable	N
54681	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	kerinyagae	(Keith, 1968)					Bufo kerinyagae				LC		3.1	2004	unknown	N
54682	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	kisoloensis	(Loveridge, 1932)					Bufo kisoloensis				LC		3.1	2004	decreasing	N
54686	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	langanoensis	(Largen, Tandy and Tandy, 1978)					Bufo langanoensis				DD		3.1	2004	unknown	N
54688	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	latifrons	(Boulenger, 1900)					Bufo latifrons				LC		3.1	2004	decreasing	N
54689	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	lemairii	(Boulenger, 1901)					Bufo lemairii				LC		3.1	2004	decreasing	N
54700	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	maculatus	(Hallowell, 1855)					Bufo maculatus				LC		3.1	2004	stable	N
54723	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	pantherinus	(Smith, 1828)					Bufo pantherinus	Western Leopard Toad			EN	B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)	3.1	2004	decreasing	N
54724	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	pardalis	(Hewitt, 1935)					Bufo pardalis	Eastern Leopard Toad			LC		3.1	2004	decreasing	N
54732	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	perreti	(Schiøtz, 1963)					Bufo perreti				VU	D2	3.1	2004	unknown	N
54736	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	poweri	(Hewitt, 1935)					Bufo poweri				LC		3.1	2004	unknown	N
54745	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	rangeri	(Hewitt, 1935)					Bufo rangeri	Ranger's Toad			LC		3.1	2004	decreasing	N
54746	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	reesi	(Poynton, 1977)					Bufo reesi				DD		3.1	2004	unknown	N
54747	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	regularis	(Reuss, 1833)					Bufo regularis	African Common Toad			LC		3.1	2006	stable	N
54765	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	steindachneri	(Pfeffer, 1893)					Bufo steindachneri				LC		3.1	2004	decreasing	N
54771	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	superciliaris	(Boulenger, 1888)					Bufo superciliaris	African Giant Toad, Congo Toad			LC		3.1	2004	unknown	N
54774	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	taiensis	(Rödel and Ernst, 2000)					Bufo amieti|Bufo taiensis				CR	B2ab(iii)	3.1	2004	decreasing	N
54780	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	togoensis	(Ahl, 1924)					Bufo togoensis				NT		3.1	2004	decreasing	N
54783	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	tuberosus	(Günther, 1858)					Bufo tuberosus				LC		3.1	2004	decreasing	N
54784	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	turkanae	(Tandy and Feener, 1985)					Bufo turkanae				DD		3.1	2004	decreasing	N
54786	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	urunguensis	(Loveridge, 1932)					Bufo urunguensis				DD		3.1	2004	unknown	N
54794	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	villiersi	(Angel, 1940)					Bufo villiersi				EN	B1ab(iii)	3.1	2004	decreasing	N
54796	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	vittatus	(Boulenger, 1906)					Bufo vittatus				DD		3.1	2004	unknown	N
54799	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	BUFONIDAE	Amietophrynus	xeros	(Tandy, Tandy, Keith and Duff-MacKay, 1976)					Bufo wazae|Bufo xeros	Subdesert Toad			LC		3.1	2006	stable	N
61862	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	aniqiaoensis	Dong, Rao and Lu, 2005									DD		3.1	2006	unknown	N
58545	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	archotaphus	(Inger and Chan-ard, 1997)									LC		3.1	2004	decreasing	N
58202	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	bellulus	Liu, Yang, Ferraris and Matsui, 2000									DD		3.1	2004	unknown	N
135778	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	caelumnoctis	Rao & Wilkinson, 2007									DD		3.1	2008	unknown	N
58203	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	chakrataensis	Ray, 1992									DD		3.1	2004	unknown	N
58205	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	chunganensis	(Pope, 1929)									LC		3.1	2008	decreasing	N
136153	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	compotrix	(Bain, Stuart and Orlov, 2006)									DD		3.1	2008	unknown	N
29435	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	cremnobatus	Inger and Kottelat, 1998									NT		3.1	2004	decreasing	N
136018	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	cucae	(Bain, Stuart and Orlov, 2006)									DD		3.1	2008	unknown	N
135800	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	daiyunensis	(Liu and Hu, 1975)									NT		3.1	2008	decreasing	N
58206	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	formosus	(Günther, 1876)					Amolops himalayanus				LC		3.1	2004	decreasing	N
58207	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	gerbillus	(Annandale, 1912)									LC		3.1	2004	stable	N
58208	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	granulosus	(Liu and Hu, 1961)									LC		3.1	2004	decreasing	N
58209	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	hainanensis	(Boulenger, 1900)									EN	B2ab(iii,v)	3.1	2004	decreasing	N
58210	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	hongkongensis	(Pope and Romer, 1951)									EN	B1ab(iii)	3.1	2008	decreasing	N
61870	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	iriodes	(Bain and Truong, 2004)					Rana iriodes				DD		3.1	2006	unknown	N
58211	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	jaunsari	Ray, 1992									DD		3.1	2004	unknown	N
58212	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	jinjiangensis	Su, Yang and Li, 1986									VU	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
58213	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	kangtingensis	(Liu, 1950)									VU	B1ab(iii)+2ab(iii)	3.1	2004	decreasing	N
58214	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	kaulbacki	(Smith, 1940)									DD		3.1	2004	unknown	N
58215	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	larutensis	(Boulenger, 1899)									LC		3.1	2004	decreasing	N
58216	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	liangshanensis	(Wu and Zhao, 1984)									DD		3.1	2004	unknown	N
58217	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	lifanensis	(Liu, 1945)									NT		3.1	2004	stable	N
58218	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	loloensis	(Liu, 1950)									VU	A2ac	3.1	2004	decreasing	N
58219	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	longimanus	(Andersson, 1939)									DD		3.1	2004	unknown	N
58220	ANIMALIA	CHORDATA	AMPHIBIA	ANURA	RANIDAE	Amolops	mantzorum	(David, 1872)									LC		3.1	2004	decreasing	N
